project_id,customer_id,project_name,start_date,end_date,delivered_date,project_manager,estimated_cost,actual_cost,status
1253,7709,CRM CloudPro Implementation 10,1/20/2021,9/12/2021,10/4/2021,37,96042.86,114091.49,In Progress
231,7718,ClientManager Implementation 7,6/26/2024,2/2/2025,2/14/2025,69,58212.55,62006.83,In Progress
1632,7720,TeamManagerPro Implementation 21,10/5/2021,8/7/2022,8/30/2022,12,68519.25,74770.74,Delayed
358,7722,ExpenseManager Implementation 9,5/27/2023,7/1/2023,7/20/2023,86,37372.64,34399.9,Planned
1191,7728,SalesTrackerPro Implementation 9,9/29/2025,1/4/2026,1/12/2026,40,88894.6,103880.76,In Progress
68,7731,LeadSyncPro Implementation 50,9/3/2021,3/15/2022,3/16/2022,28,30319.42,32109.25,Planned
3102,7731,TaskManagerPro Implementation 14,7/2/2020,2/21/2021,2/21/2021,1,40965.34,46042.45,Delayed
1947,7732,InvoiceProPlus Implementation 37,4/10/2025,9/12/2025,10/2/2025,27,23485.86,23121.42,Delayed
252,7733,CRMPro Implementation 2,8/10/2021,12/27/2021,1/9/2022,98,42924.86,49881.88,Delayed
2674,7736,DataCloud Implementation 16,4/21/2025,11/23/2025,12/21/2025,14,92850.55,84892.07,In Progress
1547,7739,RetailPro Implementation 50,7/15/2022,12/13/2022,12/21/2022,45,39827.86,37342.7,Planned
2247,7739,ERP Max Implementation 26,5/1/2023,2/21/2024,3/13/2024,53,48632.93,48497.06,Completed
105,7740,LeadTrackerPro Implementation 35,2/1/2025,5/3/2025,6/1/2025,13,7525.83,7272.08,Delayed
3048,7741,TeamFlow Implementation 20,5/25/2025,2/15/2026,2/26/2026,2,22526.51,20119.36,Completed
2311,7745,ExpenseMax Implementation 24,9/4/2020,7/18/2021,7/24/2021,25,48695.38,43831.69,Delayed
2397,7745,SupportSuite Implementation 28,2/1/2022,9/5/2022,9/12/2022,44,65718.1,71079.61,In Progress
823,7750,CRM TrackerPro Implementation 22,9/5/2025,11/22/2025,11/29/2025,53,85513.59,75856.09,Planned
2599,7752,MarketTrack Implementation 44,7/1/2024,3/3/2025,3/29/2025,41,50266.56,51369.95,Delayed
2683,7752,DataCloud Implementation 35,10/13/2025,10/3/2026,10/5/2026,42,71669.01,66646.17,Completed
158,7755,CustomerFlowPro Implementation 18,3/10/2020,1/11/2021,1/31/2021,17,24506.93,26376.37,In Progress
1888,7758,LeadPro Implementation 47,11/25/2023,2/22/2024,2/28/2024,5,4115.74,4612.43,Delayed
1957,7760,InventoryMax Implementation 8,2/25/2022,1/3/2023,1/17/2023,9,55170.65,63337.84,Completed
3261,7762,TaskMasterPro Implementation 5,7/26/2020,4/13/2021,4/13/2021,64,5264.08,5269.73,Delayed
503,7763,FinanceTracker Implementation 50,7/9/2020,3/17/2021,3/31/2021,5,58921.01,53736.1,Planned
2527,7763,SalesMax Implementation 47,4/17/2022,10/25/2022,11/4/2022,32,71568.06,80003.09,Delayed
1321,7767,InvoiceProPlus Implementation 17,1/16/2020,6/4/2020,6/14/2020,46,18575.53,18922.1,Planned
2952,7767,CRM Max Implementation 12,2/23/2020,7/24/2020,7/29/2020,40,31640.49,32678.61,Delayed
1594,7771,TaskTrackerPro Implementation 20,11/1/2025,10/7/2026,10/18/2026,60,3984.77,4578.82,In Progress
3499,7771,SupplierLink Implementation 6,9/18/2024,3/25/2025,3/31/2025,15,65731.47,69486.35,Planned
2679,7772,MarketingCloudPro Implementation 25,1/22/2024,7/25/2024,8/13/2024,7,40434.78,46762.78,Delayed
284,7774,AnalyticsSyncPro Implementation 9,2/7/2021,7/11/2021,8/4/2021,18,25591.53,22908.3,Completed
137,7780,SalesCloudPro Implementation 2,5/20/2022,7/28/2022,8/21/2022,17,17843.34,21154.26,Completed
2260,7781,SalesTrackerPro Implementation 37,7/20/2024,8/19/2024,8/22/2024,44,67095.22,68801.62,Planned
1680,7782,FinanceManagerPro Implementation 42,2/27/2023,11/25/2023,12/24/2023,52,46586.83,38650.54,In Progress
3075,7787,RetailFlowPro Implementation 15,8/23/2024,5/23/2025,6/11/2025,41,12309.67,10518.35,Delayed
2344,7788,CustomerFlowPro Implementation 39,2/11/2020,7/18/2020,8/15/2020,17,73989.39,59483.16,Planned
1174,7789,ProjectCloudPro Implementation 49,6/14/2022,1/13/2023,2/4/2023,7,27544.01,24951.04,In Progress
142,7790,CustomerHub Implementation 17,10/17/2020,6/2/2021,6/10/2021,96,77582.25,64849.41,Delayed
2498,7790,ClientCloud Implementation 2,8/29/2020,3/20/2021,4/11/2021,3,32143.2,26494.91,Planned
3363,7797,ReportMaster Implementation 43,8/12/2021,8/4/2022,8/14/2022,72,65478.76,56890.78,Completed
731,7801,SupportCloudPro Implementation 28,5/21/2023,2/27/2024,3/12/2024,79,28729.02,23218.14,In Progress
691,7808,AnalyticsCloudPro Implementation 35,4/16/2022,8/25/2022,9/23/2022,43,55606.79,62418.82,Completed
2274,7809,SupportPro Implementation 49,8/13/2021,12/4/2021,12/28/2021,11,9839.17,10507.86,Completed
1208,7813,CustomerManagerPro Implementation 2,10/3/2022,6/24/2023,7/11/2023,38,69334.7,65416.98,Delayed
1218,7814,CRMPro Implementation 24,3/13/2025,5/28/2025,6/21/2025,24,86698.55,103643.78,Completed
104,7816,RevenueManager Implementation 33,1/4/2023,12/14/2023,12/15/2023,84,12378.92,10164.14,Completed
750,7817,TeamTrackerPro Implementation 2,11/18/2022,3/3/2023,3/17/2023,42,37835.73,41230.58,In Progress
1125,7818,CRM SyncPro Implementation 15,8/26/2022,3/3/2023,3/28/2023,18,74851.72,59963.39,In Progress
2209,7822,DataManager Implementation 44,3/1/2020,4/21/2020,5/9/2020,35,96562.1,99306.28,Planned
973,7824,MarketingFlow Implementation 50,5/2/2022,11/23/2022,12/3/2022,18,55643.67,46279.96,Planned
1158,7825,SalesPro Implementation 34,3/7/2021,10/13/2021,11/10/2021,82,71762,69238.62,Completed
1409,7831,LeadFlow Implementation 31,5/23/2024,8/15/2024,9/13/2024,94,98213.91,82259.93,Delayed
2443,7831,RevenueManagerPro Implementation 7,9/12/2022,12/17/2022,12/29/2022,64,24983.29,21652.35,Completed
2374,7834,SalesSyncPro Implementation 21,10/1/2024,6/17/2025,6/18/2025,96,91132.89,97616.72,Delayed
1067,7837,LeadFlowPro Implementation 23,6/22/2020,5/21/2021,6/15/2021,90,40205.85,46422.62,Planned
334,7843,LeadPro Implementation 13,3/25/2020,9/18/2020,9/22/2020,63,68611.53,61509.1,Planned
1096,7849,InventoryMax Implementation 18,5/27/2020,7/30/2020,7/31/2020,16,84632.3,83269.31,Planned
2156,7849,CRM CloudPro Implementation 23,12/4/2025,7/9/2026,8/7/2026,40,3346.32,3067.86,Planned
2960,7856,ProjectFlowPro Implementation 5,11/16/2021,5/27/2022,6/1/2022,65,84113.07,89176.52,Delayed
3207,7856,AdManager Implementation 45,3/4/2021,6/11/2021,7/2/2021,25,1156.6,930.86,Delayed
3333,7856,FinanceSyncPro Implementation 29,9/7/2023,11/12/2023,12/7/2023,28,8217.23,6995.51,In Progress
2132,7857,ProjectTracker Implementation 40,3/2/2021,4/4/2021,4/17/2021,10,6336.06,6040.47,In Progress
2480,7857,RevenueMax Implementation 45,2/15/2023,1/23/2024,2/21/2024,47,39649.64,33160.92,In Progress
723,7866,CampaignManager Implementation 34,3/4/2024,9/20/2024,10/15/2024,49,1207.54,1376.68,Planned
56,7867,RetailSuite Implementation 37,6/4/2023,12/15/2023,12/25/2023,8,35569.78,31917.32,Delayed
1619,7868,ProjectFlow Implementation 24,5/4/2022,6/25/2022,7/2/2022,26,39534.43,37681.33,In Progress
2011,7869,ProjectFlow Implementation 1,5/25/2020,8/28/2020,9/24/2020,83,61163.01,53224.76,Completed
2214,7869,TeamPro Implementation 38,10/15/2025,10/13/2026,10/14/2026,97,94530.1,84581.42,Completed
1687,7876,TaskCloud Implementation 7,8/9/2024,4/7/2025,4/18/2025,97,12902.87,15128.72,Delayed
2757,7877,CRM Plus Implementation 3,1/25/2020,9/15/2020,10/10/2020,90,74836.81,64962.62,Completed
1776,7878,RevenueTrackerPro Implementation 23,9/3/2023,6/22/2024,7/10/2024,39,18137.39,20934.58,Planned
2154,7878,MarketTrack Implementation 11,6/16/2021,10/6/2021,10/21/2021,10,29849.8,24590.96,Completed
2633,7881,ProjectCloudPro Implementation 18,5/3/2021,3/20/2022,3/27/2022,63,97702.43,102485.24,Completed
3264,7882,ERP ManagerPro Implementation 20,7/1/2023,8/12/2023,9/2/2023,52,59458.62,51595.82,Planned
552,7884,AnalyticsPro Implementation 41,7/14/2024,2/25/2025,3/20/2025,37,57496.41,51952.19,Delayed
1603,7888,FinanceTrackerPro Implementation 4,12/8/2025,10/23/2026,11/3/2026,2,81321.83,75924.68,Completed
2830,7888,DocuFlow Implementation 18,6/15/2024,3/22/2025,4/18/2025,100,99187.78,118531.64,In Progress
83,7890,AnalyticsSyncPro Implementation 6,6/2/2021,5/28/2022,6/11/2022,36,76147.76,75799.38,Completed
1244,7897,FinanceCloudPro Implementation 42,6/25/2022,12/9/2022,12/9/2022,23,92801.85,92726.41,Delayed
1431,7897,FinanceMax Implementation 41,1/22/2021,4/16/2021,5/8/2021,79,8485.01,7735.38,Completed
3350,7898,SupportCloudPro Implementation 9,5/7/2020,5/5/2021,6/2/2021,74,10957.28,8923.22,Completed
3481,7903,TaskCloud Implementation 30,4/21/2020,1/22/2021,2/8/2021,4,60035.78,65937.03,Completed
2503,7913,FinanceTracker Implementation 16,9/4/2024,3/25/2025,3/26/2025,22,21495.71,23267.41,Planned
2375,7914,ExpensePro Implementation 35,9/16/2023,3/18/2024,4/9/2024,15,60386.95,70820.57,In Progress
956,7916,AnalyticsCloud Implementation 8,12/1/2020,11/7/2021,11/10/2021,19,11348.43,9225.6,Delayed
1199,7916,SupportTrackerPro Implementation 13,1/6/2020,10/29/2020,11/7/2020,17,17269.41,14803.74,In Progress
2909,7918,TeamTrackerPro Implementation 31,10/19/2022,5/20/2023,6/7/2023,80,5497.7,6378.82,In Progress
3290,7926,LeadCloudPro Implementation 42,12/20/2020,8/10/2021,9/3/2021,52,95922.92,111408.48,Delayed
1500,7934,AnalyticsProPlus Implementation 19,10/21/2024,7/10/2025,7/18/2025,48,10245.63,8978.21,In Progress
2141,7938,LeadSyncPro Implementation 41,10/15/2025,1/13/2026,1/24/2026,23,60586.61,70907.77,Completed
2668,7940,ProjectFlowPro Implementation 34,6/3/2021,10/8/2021,10/23/2021,22,31203.88,33017.6,Planned
3279,7940,ProjectTracker Implementation 3,4/2/2023,2/8/2024,2/11/2024,63,52727.68,47198.36,Completed
2770,7946,CRM Max Implementation 20,1/11/2024,8/22/2024,9/2/2024,28,37461.88,37014.38,Delayed
2035,7950,ProjectManager Implementation 49,10/20/2022,4/14/2023,4/24/2023,67,26495.5,23237.25,Completed
654,7953,FinanceSuite Implementation 48,4/8/2020,12/20/2020,1/5/2021,39,43887.51,48339.61,Planned
313,7954,ProjectTracker Implementation 11,9/15/2024,2/8/2025,2/24/2025,55,14910.98,12649.24,In Progress
798,7954,SmartBilling Implementation 28,9/11/2020,8/26/2021,9/7/2021,39,4082.48,4228.03,Delayed
1334,7957,RetailManager Implementation 38,2/26/2025,1/19/2026,2/4/2026,47,82765.1,90096.06,In Progress
1626,7961,ExpenseTrackerPro Implementation 15,1/24/2022,12/14/2022,12/28/2022,82,28765.76,26673.59,Delayed
1652,7964,RetailPro Implementation 29,2/3/2021,7/4/2021,7/23/2021,36,51780.41,57383.74,In Progress
1901,7969,ServiceDesk Implementation 20,2/7/2025,5/3/2025,5/29/2025,14,67008.99,67776.05,In Progress
3389,7975,SalesBoost Implementation 39,3/26/2021,9/7/2021,9/18/2021,5,99051.68,93469.75,In Progress
2735,7979,TaskManagerPro Implementation 42,12/22/2021,7/14/2022,7/20/2022,84,57695.45,54016.26,Delayed
1856,7984,InvoiceCloud Implementation 27,10/20/2025,1/28/2026,2/18/2026,34,2001.87,1645.66,Delayed
376,7987,InvoiceTrackerProPlus Implementation 27,1/30/2024,6/3/2024,6/10/2024,27,79548.38,93738.69,Planned
1184,7989,MarketingFlowPro Implementation 36,9/1/2020,8/29/2021,9/20/2021,32,25757.57,28354.94,Planned
286,7992,CRM FlowPro Implementation 5,8/1/2020,2/11/2021,2/17/2021,39,75894.86,78698.03,In Progress
747,7992,BudgetPlanner Implementation 20,8/21/2021,6/14/2022,6/24/2022,36,2746.42,2456.57,Planned
3323,7992,SupportDesk Implementation 10,1/25/2020,6/25/2020,7/18/2020,39,3218.05,3464.85,Completed
749,7994,BudgetMaster Implementation 49,11/5/2025,6/19/2026,7/14/2026,95,12455.21,9980.65,Delayed
1800,7995,CRM Plus Implementation 45,9/28/2021,3/22/2022,4/10/2022,17,64924.11,52389.36,Completed
1972,7997,SupportTrackerPro Implementation 2,2/14/2022,4/22/2022,5/1/2022,24,81175.86,89821.09,In Progress
1846,8000,RevenuePro Implementation 19,11/11/2023,8/15/2024,8/17/2024,62,93586.26,110833.06,Completed
162,8004,AdManager Implementation 9,1/6/2025,11/5/2025,11/17/2025,69,40927.79,37090.3,Delayed
1376,8004,SupportMaxPro Implementation 20,8/8/2025,2/16/2026,3/17/2026,45,34384.48,31029.31,Completed
2340,8008,OrderCloud Implementation 39,8/26/2025,10/2/2025,11/1/2025,30,99079.54,112826.76,In Progress
2563,8011,FinancePro Implementation 25,6/15/2021,10/15/2021,10/31/2021,40,22019.18,22432.58,Planned
2479,8012,SupportPro Implementation 4,4/18/2020,3/24/2021,4/7/2021,90,11538.61,11606.6,In Progress
1333,8015,MarketingCloud Implementation 26,10/10/2024,12/14/2024,12/26/2024,39,64945.85,55321.63,Planned
817,8016,MarketingFlow Implementation 46,12/21/2022,8/7/2023,8/23/2023,68,92463.61,85026.68,Completed
416,8023,TimeTracker Implementation 42,11/22/2020,10/1/2021,10/16/2021,68,11396.54,11293.52,Planned
2081,8025,CRMPro Implementation 50,8/17/2023,3/10/2024,3/28/2024,91,99808.84,86503.37,Planned
139,8027,SupportCloudPro Implementation 1,7/4/2022,1/27/2023,2/17/2023,34,9005.52,8950.11,Planned
1344,8033,AnalyticsHub Implementation 19,6/20/2020,4/10/2021,5/5/2021,10,90341.72,76705.4,Planned
3073,8035,TimeTracker Implementation 26,8/27/2022,8/11/2023,9/7/2023,7,2437.1,2564.14,Planned
551,8045,CloudERP Implementation 37,8/17/2024,3/1/2025,3/5/2025,45,36860.63,32820.74,Delayed
125,8050,SalesManagerPro Implementation 50,9/2/2020,1/15/2021,2/12/2021,8,85820.77,78970.06,Delayed
2333,8052,ExpenseTrack Implementation 27,7/13/2024,10/31/2024,11/22/2024,61,76383.02,83156.91,Delayed
3434,8052,FinanceTrackerPro Implementation 15,12/2/2025,4/25/2026,5/13/2026,86,17403.18,19466.08,Completed
788,8053,CRM CloudPro Implementation 29,2/21/2023,9/7/2023,9/22/2023,81,58456.12,52198.91,Planned
2822,8056,ExpenseManagerPro Implementation 45,11/24/2021,7/11/2022,7/18/2022,90,98373.34,80922.73,Planned
3011,8057,ProjectTrackerPro Implementation 9,9/2/2021,10/15/2021,11/3/2021,69,10309.03,11021.52,Completed
989,8060,LeadTrackerPro Implementation 7,1/18/2024,8/17/2024,9/12/2024,55,98722.83,102995.45,In Progress
1246,8060,LeadTrackerPro Implementation 45,11/11/2025,9/11/2026,9/30/2026,85,96657.96,110080.42,Delayed
2731,8060,MarketingManagerPro Implementation 48,4/7/2022,9/8/2022,10/4/2022,74,18861.04,16295.22,Delayed
348,8064,ProjectSync Implementation 17,1/20/2021,12/7/2021,12/12/2021,61,35885.08,42311.42,Completed
2076,8066,HR Suite Implementation 45,6/8/2023,5/18/2024,6/5/2024,15,18133.33,19246.29,In Progress
3158,8066,AdTracker Implementation 23,6/19/2025,6/15/2026,7/11/2026,95,85560.88,70384.38,In Progress
1288,8068,SalesSuite Implementation 23,4/27/2024,11/23/2024,12/20/2024,59,19643.84,18266.24,Completed
3141,8068,CustomerManagerPro Implementation 36,9/11/2024,7/27/2025,8/13/2025,81,68187.22,74176.51,Delayed
1140,8070,MarketingCloudPro Implementation 6,4/5/2023,1/19/2024,1/21/2024,23,57718.83,63136.79,In Progress
960,8071,SalesForcePlus Implementation 7,7/23/2022,3/15/2023,4/5/2023,74,48049.16,53061.96,In Progress
1604,8079,TaskCloud Implementation 5,11/12/2020,8/18/2021,9/6/2021,5,92174.76,108357.82,In Progress
1475,8082,AnalyticsCloudPro Implementation 31,10/25/2020,1/20/2021,1/27/2021,70,20298.24,23520.63,Delayed
1498,8090,ERP TrackerPro Implementation 19,4/1/2022,8/27/2022,8/29/2022,3,6272.13,5031.04,Completed
3274,8093,TeamCloudPro Implementation 21,9/22/2024,5/24/2025,6/11/2025,26,40680.7,42506.44,Delayed
397,8099,FinanceTrackerPro Implementation 25,8/8/2023,10/18/2023,11/11/2023,56,34676.03,38119.85,Completed
1080,8099,MarketingSuitePro Implementation 49,2/22/2025,1/1/2026,1/30/2026,71,50883.22,41064.52,Delayed
2598,8099,SmartQuote Implementation 7,3/12/2021,7/30/2021,8/15/2021,17,22290.16,21311.43,Completed
3377,8100,AnalyticsCloudPro Implementation 16,5/15/2023,11/11/2023,11/21/2023,16,54786.24,46251.26,In Progress
476,8101,ExpenseMax Implementation 47,10/29/2020,7/25/2021,7/26/2021,28,24408.33,22104.43,In Progress
3411,8103,TeamCloudPro Implementation 32,7/1/2022,3/22/2023,4/6/2023,84,46090.2,46019.1,Planned
736,8109,FinanceFlow Implementation 26,3/8/2021,5/31/2021,6/16/2021,5,42236.34,39857.26,Delayed
1857,8116,ERP Suite Implementation 25,5/30/2022,2/3/2023,2/7/2023,83,22110.14,19972.79,Completed
3394,8117,BudgetMaster Implementation 2,12/10/2023,1/30/2024,2/29/2024,58,13615.83,12795.61,Planned
413,8120,RevenueTrackerPro Implementation 31,6/9/2021,10/7/2021,10/28/2021,7,3096.63,3571.3,In Progress
3308,8131,TeamTrackerPro Implementation 34,7/28/2023,12/8/2023,1/7/2024,9,15262.68,15426.77,Planned
1276,8133,SalesManager Implementation 30,5/13/2024,2/18/2025,3/17/2025,86,17263.95,13918.14,In Progress
1804,8138,TeamFlowPro Implementation 8,1/31/2022,11/30/2022,12/10/2022,45,5499.45,4851.68,Delayed
2973,8138,RevenuePro Implementation 47,3/12/2022,6/22/2022,6/22/2022,65,74614.17,87192.46,Planned
45,8141,ProjectFlow Implementation 29,9/11/2020,3/24/2021,3/30/2021,23,79701.92,65848.81,Planned
2418,8143,TaskFlow Implementation 47,10/3/2022,4/21/2023,5/10/2023,79,22060.75,24522.78,In Progress
262,8146,TaskCloudPro Implementation 45,12/16/2024,2/12/2025,2/24/2025,67,66617.92,58807.17,Completed
826,8148,LeadFlow Implementation 23,2/5/2024,12/30/2024,1/14/2025,83,24356.86,25414.86,Planned
876,8148,SupportMax Implementation 25,12/16/2024,12/14/2025,12/21/2025,19,37779.09,41989.94,Planned
2029,8148,TaskMaster Implementation 34,12/16/2025,8/2/2026,8/5/2026,30,26274.68,30630.22,Completed
844,8159,ERPCloud Implementation 21,1/20/2021,7/8/2021,7/21/2021,73,59522.29,61667.96,Planned
1445,8166,DocuManage Implementation 18,4/10/2024,2/11/2025,3/4/2025,77,3035.88,3414.1,In Progress
3178,8171,DataCloud Implementation 12,11/17/2020,7/14/2021,7/26/2021,21,11766.01,10423.54,Delayed
2428,8175,ProjectCloudPro Implementation 32,11/7/2023,12/16/2023,12/21/2023,44,29233.64,28945.91,In Progress
